2408427818854,1516.97,311.00
2408427818855,1516.97,311.00
2408427818856,1516.97,899.00
2408427818857,863.00,311.00
2408427818858,863.00,311.00
2408427818859,863.00,301.00
2408427818860,863.00,301.00
2408427818861,863.00,301.00
2408427818868,1005.03,311.00
2408427818869,1005.03,311.00
2408427818870,897.00,885.03
2408427818871,861.00,311.00
2408427818872,861.00,311.00
2408427818873,861.00,120.00
2408427818874,861.00,311.00
2408427818875,311.00,175.57
2408427818876,861.00,301.00
2408427818877,861.00,301.00
2408427818878,861.00,120.00
2408427818891,290.00,140.00
2408427818892,290.00,140.00
2408427818893,371.00,125.00
2408427818894,371.00,254.00
2408427818895,371.00,125.00
2408427818896,290.00,140.00
2408427818897,290.00,140.00
2408427818898,376.00,125.00
2408427818899,376.00,254.00
2408427818900,376.00,125.00
2408427818901,1004.95,311.00
2408427818902,1004.95,311.00
2408427818903,899.00,884.95
2408427818904,863.00,311.00
2408427818905,863.00,311.00
2408427818906,863.00,120.00
2408427818907,863.00,311.00
2408427818908,311.00,175.45
2408427818909,863.00,301.00
2408427818910,863.00,301.00
2408427818911,863.00,120.00
2408427818924,290.00,140.00
2408427818925,290.00,140.00
2408427818926,373.00,125.00
2408427818927,373.00,254.00
2408427818928,373.00,125.00
2408427818929,290.00,140.00
2408427818930,290.00,140.00
2408427818931,376.00,125.00
2408427818932,376.00,254.00
2408427818933,376.00,125.00
2408427818934,1517.01,311.00
2408427818935,1517.01,311.00
2408427818936,1517.01,449.00
2408427818937,413.00,311.00
2408427818938,413.00,311.00
2408427818939,413.00,301.00
2408427818940,413.00,301.00
2408427818941,413.00,301.00
2408427818942,413.00,301.00
2408427818943,413.00,301.00
2408427818950,1516.95,311.00
2408427818951,1516.95,311.00
2408427818952,1516.95,897.00
2408427818953,861.00,311.00
2408427818954,861.00,311.00
2408427818955,861.00,301.00
2408427818956,861.00,301.00
2408427818957,861.00,301.00
2408427818958,861.00,301.00
2408427818959,861.00,301.00
2408427818966,1517.00,311.00
2408427818967,1517.00,311.00
2408427818968,1517.00,897.00
2408427818969,861.00,311.00
2408427818970,861.00,311.00
2408427818971,861.00,301.00
2408427818972,861.00,301.00
2408427818973,861.00,301.00
2408427818974,861.00,301.00
2408427818975,861.00,301.00
2408427818982,1004.96,311.00
2408427818983,1004.96,311.00
2408427818984,897.00,884.96
2408427818985,861.00,311.00
2408427818986,861.00,311.00
2408427818987,861.00,120.00
2408427818988,861.00,311.00
2408427818989,311.00,175.50
2408427818990,861.00,301.00
2408427818991,861.00,301.00
2408427818992,861.00,120.00
2408427819005,290.00,140.00
2408427819006,290.00,140.00
2408427819007,371.00,125.00
2408427819008,371.00,254.00
2408427819009,371.00,125.00
2408427819010,290.00,140.00
2408427819011,290.00,140.00
2408427819012,376.00,125.00
2408427819013,376.00,254.00
2408427819014,376.00,125.00
2408427819015,1005.00,311.00
2408427819016,1005.00,311.00
2408427819017,885.00,449.00
2408427819018,413.00,311.00
2408427819019,413.00,311.00
2408427819020,413.00,120.00
2408427819021,413.00,311.00
2408427819022,413.00,301.00
2408427819023,413.00,301.00
2408427819024,413.00,120.00
2408427819034,290.00,140.00
2408427819035,290.00,140.00
2408427819036,365.00,125.00
2408427819037,365.00,254.00
2408427819038,365.00,125.00
2408427819039,520.00,432.00
2408427819040,520.00,432.00
2408427819041,520.00,516.00
2408427819042,480.00,432.00
2408427819043,480.00,432.00
2408427819058,2010.00,432.00
2408427819059,2010.00,432.00
2408427819060,1950.00,516.00
2408427819061,480.00,432.00
2408427819062,480.00,432.00
2408427819063,480.00,60.00
2408427819064,480.00,422.00
2408427819065,480.00,422.00
2408427819066,480.00,422.00
2408427819067,480.00,422.00
2408427819068,480.00,60.00
2408427819095,480.00,80.00
2408427819096,480.00,50.00
2408427819099,517.00,476.00
2408427819100,1947.00,475.99
